Title,Publication Year,Publication url,Abstract,Abstract entirety
Large-scale semantic indexing and question answering in biomedicine,2016,https://www.aclweb.org/anthology/W16-3107.pdf,"In this paper we present the methods and approaches employed in terms of our participation in the 2016 version of the BioASQ challenge. For the semantic indexing task, we extended our successful ensemble approach of last year with additional models. The official results obtained so-far demonstrate a continuing consistent advantage of our approaches against the National Library of Medicine (NLM) baselines. For the question answering task, we extended our approach on factoid questions, while we also developed approaches for the document, concept and snippet retrieval sub-tasks.",1
Mining frequent patterns and association rules from biological data,2014,http://www.gtzanis.gr/files/pubs/Kavakiotis_BKDH14.pdf,"During the last years biology and computer science have been characterized by major advances that have attracted a lot of interest. Nowadays the collaboration between biologists and computer scientists is deemed a vital necessity for the further progress of biological research. Bioinformatics is a novel research area that has emerged as a solution to the aforementioned need for collaboration. Two relative subfields of computer science, data mining and machine learning, have provided biologists, as well as experts from other areas, a powerful set of tools to analyze new data types in order to extract various types of knowledge efficiently and effectively. These tools combine powerful techniques of artificial intelligence, statistics, mathematics, and database technology. This fusion of technologies aims to overcome the obstacles and constraints posed by the traditional statistical methods.Association rules mining has attracted the attention of the data mining research community since the early 90s, as a means of unsupervised, exploratory data analysis. Association rules were first introduced by Agrawal et al.(1993) as a market basket analysis tool, however since then, they have been effectively applied to many other application domains, including biology and bioinformatics. An association rule implies the co-existence of a number of items in a portion of a transaction database. The goal of this exploratory data analysis is to provide the decision maker with valuable knowledge about a certain domain modeled by a transaction database. The frequent existence of two or more items in the same transaction implies a relationship among them. For example …",0
Semantic awareness in automated web service composition through planning,2010,https://link.springer.com/chapter/10.1007/978-3-642-12842-4_16,"PORSCE II is a framework that performs automatic web service composition by transforming the composition problem into AI planning terms and utilizing external planners to obtain solutions. A distinctive feature of the system is that throughout the entire process, it achieves semantic awareness by exploiting semantic information extracted from the OWL-S descriptions of the available atomic web services and the corresponding ontologies. This information is then used in order to enhance the planning domain and problem. Semantic awareness facilitates approximations when searching for suitable atomic services, as well as modification of the produced composite service. The alternatives for modification include the replacement of a certain atomic service that takes part in the composite service by an equivalent or a semantically relevant service, the replacement of an atomic service through planning, or the …",0
Combining progression and regression in state-space heuristic planning,2001,Unknown,Unknown,1
On determining and completing incomplete states in STRIPS Domains,1999,https://ieeexplore.ieee.org/abstract/document/810279/,"GRT is an effective domain-independent heuristic for STRIPS worlds, based on greedy regression tables. The heuristic is able to provide quite accurate estimates for the distances between the intermediate states and the goals, guiding in this way the search of any state-space planner. This estimation is performed by repeatedly applying 'inverted' actions to the goals, trying to achieve the facts of the domain. The problem with this approach is that in many problem instances the goals do not constitute a complete state, so it is impossible to apply actions to them, since the preconditions of no one action are included within the goals. The solution adopted initially was to manually enriching the goals with more facts, that are not in contradiction with the existing ones. In this paper we present some approaches to automatically detect and complete incomplete (goal) states and test the impact of these algorithms to the GRT …",0
Applying adaptive prediction to sea-water quality measurements,2009,https://www.sciencedirect.com/science/article/pii/S0957417408005551,"This study explores the possibility of using adaptive filters to predict sea-water quality indicators such as water temperature, pH and dissolved oxygen based on measurements produced by an under-water measurement set-up. Two alternative adaptive approaches are tested, namely a projection algorithm and a least squares algorithm. These algorithms were chosen for comparison because they are widely used prediction algorithms. The results indicate that if the measurements remain reasonably stationary, it is possible to make one-day ahead predictions, which perform better than the prediction that the value of a certain quality variable tomorrow is going to be equal to the value today.",1
A synergy of planning and ontology concept ranking for semantic web service composition,2008,https://link.springer.com/chapter/10.1007/978-3-540-88309-8_5,"This paper presents a prototype system that exploits planning and an ontology concept ranking algorithm for composing semantic Web services (PORSCE). The system exploits the inferencing capabilities of a Description Logics Reasoner in order to compute the subsumption hierarchy of the ontologies whose concepts are used in the OWL-S Profile descriptions as input and output concepts. The concept ranking algorithm is applied over this hierarchy in order to determine similar concepts based on different degrees of semantic matching relaxation, such as subclass or sibling hierarchical relationships. The domain independent planning system’s role is to semantically search the space of possible compositions of Web services, generating plans according to the desirable level of relaxation.",1
An interoperable and scalable Web-based system for classifier sharing and fusion,2007,https://www.sciencedirect.com/science/article/pii/S0957417406001965,"This paper describes CSF/DC, a Web-based system for classifier sharing and fusion. CSF/DC enables the sharing of classification models, by allowing the upload and download of such models expressed in the industry standard PMML language on the system’s online classifier repository. CSF/DC also leverages the individual knowledge shared by such (potentially heterogeneous) classification models and offers quality decision support to any user with an Internet connection through a guided procedure. However, some organizations or individuals might want to share the predictive capabilities of their classification models without compromising their internal structure. This is accommodated by CSF/DC through the use of Web services. Specifically, CSF/DC allows the participation of classifier Web services in the decision fusion process, by offering the necessary online mechanisms for the registration and …",0
A novel approach for incremental uncertainty rule generation from databases with missing values handling: Application to dynamic medical databases,2005,https://www.tandfonline.com/doi/abs/10.1080/14639230500209336,"Current approaches for mining association rules usually assume that the mining is performed in a static database, where the problem of missing attribute values does not practically exist. However, these assumptions are not preserved in some medical databases, like in a home care system. In this paper, a novel uncertainty rule algorithm is illustrated, namely URG-2 (Uncertainty Rule Generator), which addresses the problem of mining dynamic databases containing missing values. This algorithm requires only one pass from the initial dataset in order to generate the item set, while new metrics corresponding to the notion of Support and Confidence are used. URG-2 was evaluated over two medical databases, introducing randomly multiple missing values for each record's attribute (rate: 5 – 20% by 5% increments) in the initial dataset. Compared with the classical approach (records with missing values are ignored …",0
A heuristic for planning based on action evaluation,2002,https://link.springer.com/chapter/10.1007/3-540-46148-5_7,"This paper proposes a domain independent heuristic for regression planners, which is based on action evaluation. The heuristic obtains estimates for the cost of applying each action of the domain by performing a forward search in a relaxed version of the initial problem. The estimates for the actions are then utilized in a backward search on the original problem. The heuristic, which has been further refined by a fact ordering and several domain-analysis techniques, has been implemented in AcE (Action Evaluation), a regression, heuristic planner. AcE has been thoroughly tested on a variety of planning problems, from the AIPS competitions with quite promising results.",1
An open learning environment for thermal phenomena,2001,http://gnosis.library.ucy.ac.cy/handle/7/64399,"In this work we present an open learning environment, suitable for teaching Heat and Thermodynamics. The software consists of two independent visual laboratories (one for Heat and the other for Thermodynamics) and a series of relevant multimedia themes on technology and everyday life. The package has an open and dynamic structure, that allows the teacher to compose virtual experiments and re-organise the available multimedia themes, according to the needs of his class. And a pilot evaluation based on the attitudes of experiences physics teachers is also presented.",1
An empirical study of multi-label learning methods for video annotation,2009,https://ieeexplore.ieee.org/abstract/document/5137810/,This paper presents an experimental comparison of different approaches to learning from multi-labeled video data. We compare state-of-the-art multi-label learning methods on the Media mill Challenge dataset. We employ MPEG-7 and SIFT-based global image descriptors independently and in conjunction using variations of the stacking approach for their fusion. We evaluate the results comparing the different classifiers using both MPEG-7 and SIFT-based descriptors and their fusion. A variety of multi-label evaluation measures is used to explore advantages and disadvantages of the examined classifiers. Results give rise to interesting conclusions.,1
DR-DEVICE: A defeasible logic system for the Semantic Web,2004,https://link.springer.com/chapter/10.1007/978-3-540-30122-6_10,"This paper presents DR-DEVICE, a system for defeasible reasoning on the Web. Defeasible reasoning is a rule-based approach for efficient reasoning with incomplete and inconsistent information. Such reasoning is, among others, useful for ontology integration, where conflicting information arises naturally; and for the modeling of business rules and policies, where rules with exceptions are often used. In this paper we describe these scenarios in more detail along with the implementation of the DR-DEVICE system, which is capable of reasoning about RDF data over multiple Web sources using defeasible logic rules. The system is implemented on top of CLIPS production rule system and builds upon R-DEVICE, an earlier deductive rule system over RDF data that also supports derived attribute and aggregate attribute rules. Rules can be expressed either in a native CLIPS-like language, or in an extension of …",0
An ensemble of classifiers for coping with recurring contexts in data streams,2008,https://ebooks.iospress.nl/volumearticle/4488,"This paper proposes a general framework for classifying data streams by exploiting incremental clustering in order to dynamically build and update an ensemble of incremental classifiers. To achieve this, a transformation function that maps batches of examples into a new conceptual feature space is proposed. The clustering algorithm is then applied in order to group different concepts and identify recurring contexts. The ensemble is produced by maintaining an classifier for every concept discovered in the stream",1
The GRT planning system: Backward heuristic construction in forward state-space planning,2001,https://www.jair.org/index.php/jair/article/view/10281,"This paper presents GRT, a domain-independent heuristic planning system for STRIPS worlds. GRT solves problems in two phases. In the pre-processing phase, it estimates the distance between each fact and the goals of the problem, in a backward direction. Then, in the search phase, these estimates are used in order to further estimate the distance between each intermediate state and the goals, guiding so the search process in a forward direction and on a best-first basis. The paper presents the benefits from the adoption of opposite directions between the preprocessing and the search phases, discusses some difficulties that arise in the pre-processing phase and introduces techniques to cope with them. Moreover, it presents several methods of improving the efficiency of the heuristic, by enriching the representation and by reducing the size of the problem. Finally, a method of overcoming local optimal states, based on domain axioms, is proposed. According to it, difficult problems are decomposed into easier sub-problems that have to be solved sequentially. The performance results from various domains, including those of the recent planning competitions, show that GRT is among the fastest planners.",1
ESSE: an expert system for software evaluation,1999,https://www.sciencedirect.com/science/article/pii/S0950705199000313,"Solving software evaluation problems is a particularly difficult software engineering process and many different—often contradictory—criteria must be considered in order to reach a decision. This paper presents ESSE, a prototype expert system for software evaluation that embodies various aspects of the Multiple-Criteria Decision Aid (MCDA) methodology. Its main features are the flexibility in problem modeling and the built-in knowledge about software problem solving and software attribute assessment. Evaluation problems are modeled around top-level software attributes, such as quality and cost. Expert assistants guide the evaluator in feeding values to the decision model. ESSE covers all important dimensions of software evaluation through the integration of different technologies.",1
Multi-label classification methods for multi-target regression,2012,https://www.academia.edu/download/34394145/1211.6581v4.pdf,"Real world prediction problems often involve the simultaneous prediction of multiple target variables using the same set of predictive variables. When the target variables are binary, the prediction task is called multi-label classification while when the target variables are realvalued the task is called multi-target regression. Although multi-target regression attracted the attention of the research community prior to multi-label classification, the recent advances in this field motivate a study of whether newer state-of-the-art algorithms developed for multilabel classification are applicable and equally successful in the domain of multi-target regression. In this paper we introduce two new multitarget regression algorithms: multi-target stacking (MTS) and ensemble of regressor chains (ERC), inspired by two popular multi-label classification approaches that are based on a single-target decomposition of the multi-target problem and the idea of treating the other prediction targets as additional input variables that augment the input space. Furthermore, we detect an important shortcoming on both methods related to the methodology used to create the additional input variables and develop modified versions of the algorithms (MTSC and ERCC) to tackle it. All methods are empirically evaluated on 12 real-world multi-target regression datasets, 8 of which are first introduced in this paper and are made publicly available for future benchmarks. The experimental results show that ERCC performs significantly better than both a strong baseline that learns a single model for each target using bagging of regression trees and the state-of-the-art multi-objective random …",0
Multi-target regression via random linear target combinations,2014,https://link.springer.com/chapter/10.1007/978-3-662-44845-8_15,"Multi-target regression is concerned with the simultaneous prediction of multiple continuous target variables based on the same set of input variables. It arises in several interesting industrial and environmental application domains, such as ecological modelling and energy forecasting. This paper presents an ensemble method for multi-target regression that constructs new target variables via random linear combinations of existing targets. We discuss the connection of our approach with multi-label classification algorithms, in particular RAkEL, which originally inspired this work, and a family of recent multi-label classification algorithms that involve output coding. Experimental results on 12 multi-target datasets show that it performs significantly better than a strong baseline that learns a single model for each target using gradient boosting and compares favourably to multi-objective random forest approach …",0
Multiobjective heuristic state-space planning,2003,https://www.sciencedirect.com/science/article/pii/S0004370202003715,"Modern domain-independent heuristic planners evaluate their plans on the single basis of their length. However, in real-world problems, there are other criteria that also play an important role, eg, resource consumption, profit, safety, etc. This paper enhances the GRT planner, an efficient domain-independent heuristic state-space planner, with the ability to consider multiple criteria. The GRT heuristic is based on the estimation of the distances between each fact of a problem and the goals. The new planner, called MO-GRT, uses a weighted A∗ strategy and a multiobjective heuristic function, computed over a weighted hierarchy of user-defined criteria. Its computation is based on sets of non-dominated cost-vectors assigned to the problem facts, which estimate the total cost of achieving the facts from the goals, using alternative paths. Experiments show that a change in the criteria weights or scales affects both the …",0
Regression via Classification applied on software defect estimation,2008,https://www.sciencedirect.com/science/article/pii/S0957417407000875,"In this paper we apply Regression via Classification (RvC) to the problem of estimating the number of software defects. This approach apart from a certain number of faults, it also outputs an associated interval of values, within which this estimate lies with a certain confidence. RvC also allows the production of comprehensible models of software defects exploiting symbolic learning algorithms. To evaluate this approach we perform an extensive comparative experimental study of the effectiveness of several machine learning algorithms in two software data sets. RvC manages to get better regression error than the standard regression approaches on both datasets.",1
Greedy regression ensemble selection: Theory and an application to water quality prediction,2008,https://www.sciencedirect.com/science/article/pii/S0020025508001576,"This paper studies the greedy ensemble selection family of algorithms for ensembles of regression models. These algorithms search for the globally best subset of regressors by making local greedy decisions for changing the current subset. We abstract the key points of the greedy ensemble selection algorithms and present a general framework, which is applied to an application domain with important social and commercial value: water quality prediction.",1
Knowledge based evaluation of software systems: a case study,2000,https://www.sciencedirect.com/science/article/pii/S0950584999000932,"Solving software evaluation problems is a particularly difficult software engineering process and many contradictory criteria must be considered to reach a decision. Nowadays, the way that decision support techniques are applied suffers from a number of severe problems, such as naive interpretation of sophisticated methods and generation of counter-intuitive, and therefore most probably erroneous, results. In this paper we identify some common flaws in decision support for software evaluations. Subsequently, we discuss an integrated solution through which significant improvement may be achieved, based on the Multiple Criteria Decision Aid methodology and the exploitation of packaged software evaluation expertise in the form of an intelligent system. Both common mistakes and the way they are overcome are explained through a real world example.",1
GRT: a domain independent heuristic for STRIPS worlds based on greedy regression tables,1999,https://link.springer.com/chapter/10.1007/10720246_27,"This paper presents Greedy Regression Tables (GRT), a new domain independent heuristic for STRIPS worlds. The heuristic can be used to guide the search process of any state-space planner, estimating the distance between each intermediate state and the goals. At the beginning of the problem solving process a table is created, the records of which contain the ground facts of the domain, among with estimates for their distances from the goals. Additionally, the records contain information about interactions that occur while trying to achieve different ground facts simultaneously. During the search process, the heuristic, using this table, extracts quite accurate estimates for the distances between intermediate states and the goals. A simple best-first search planner that uses this heuristic has been implemented in C++ and has been tested on several “classical” problem instances taken from the bibliography …",0
Transfer learning in multi-agent reinforcement learning domains,2011,https://link.springer.com/chapter/10.1007/978-3-642-29946-9_25,"In the context of reinforcement learning, transfer learning refers to the concept of reusing knowledge acquired in past tasks to speed up the learning procedure in new tasks. Transfer learning methods have been succesfully applied in single-agent reinforcement learning algorithms, but no prior work has focused on applying them in a multi-agent environment. We propose a novel method for transfer learning in multi-agent reinforcement learning domains. We proceed to test the proposed approach in a multi-agent domain under various configurations. The results demonstrate that the method can reduce the learning time and increase the asymptotic performance of the learning algorithm.",1
A survey of service composition in ambient intelligence environments,2013,https://link.springer.com/article/10.1007/s10462-011-9283-1,"This article presents a comparative review of systems performing service composition in Ambient Intelligence Environments. Such environments should comply to ubiquitous or pervasive computing guidelines by sensing the user needs or wishes and offering intuitive human-computer interaction and a comfortable non-intrusive experience. To achieve this goal service orientation is widely used and tightly linked with AmI systems. Some of these employ the Web Service technology, which involves well-defined web technologies and standards that facilitate interoperable machine to machine interaction. Other systems regard services of different technologies (e.g. UPnP, OSGi etc) or generally as abstractions of various actions. Service operations are sometimes implemented as software based functions or actions over hardware equipment (e.g. UPnP players). However, a single service satisfies an atomic only …",0
A review of multi-label classification methods,2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.474.6415&rep=rep1&type=pdf,"Nowadays, multi-label classification methods are increasingly required by modern applications, such as protein function classification, music categorization and semantic scene classification. This paper introduces the task of multi-label classification, organizes the sparse related literature into a structured presentation and performs comparative experimental results of certain multi-label classification methods. It also contributes the presentation of an undocumented method and the definition of a concept for the quantification of the multi-label nature of a data set.",1
An empirical study on sea water quality prediction,2008,https://www.sciencedirect.com/science/article/pii/S0950705108000506,"This paper studies the problem of predicting future values for a number of water quality variables, based on measurements from under-water sensors. It performs both exploratory and automatic analysis of the collected data with a variety of linear and nonlinear modeling methods. The paper investigates issues, such as the ability to predict future values for a varying number of days ahead and the effect of including values from a varying number of past days. Experimental results provide interesting insights on the predictability of the target variables and the performance of the different learning algorithms.",1
Ensemble pruning using reinforcement learning,2006,https://link.springer.com/chapter/10.1007/11752912_31,"Multiple Classifier systems have been developed in order to improve classification accuracy using methodologies for effective classifier combination. Classical approaches use heuristics, statistical tests, or a meta-learning level in order to find out the optimal combination function. We study this problem from a Reinforcement Learning perspective. In our modeling, an agent tries to learn the best policy for selecting classifiers by exploring a state space and considering a future cumulative reward from the environment. We evaluate our approach by comparing with state-of-the-art combination methods and obtain very promising results.",1
Clustering classifiers for knowledge discovery from physically distributed databases,2004,https://www.sciencedirect.com/science/article/pii/S0169023X03001538,"Most distributed classification approaches view data distribution as a technical issue and combine local models aiming at a single global model. This however, is unsuitable for inherently distributed databases, which are often described by more than one classification models that might differ conceptually. In this paper we present an approach for clustering distributed classifiers in order to discover groups of similar classifiers and thus similar databases with respect to a specific classification task. We also show that clustering distributed classifiers as a pre-processing step for classifier combination enhances the achieved predictive performance of the ensemble.",1
The PORSCE II framework: Using AI planning for automated semantic web service composition,2013,https://www.cambridge.org/core/journals/knowledge-engineering-review/article/porsce-ii-framework-using-ai-planning-for-automated-semantic-web-service-composition/5A80CDF3D9710EF6DDF6B5D3796AE784,"This paper presents PORSCE II, an integrated system that performs automatic Semantic Web service composition exploiting artificial intelligence (AI) techniques, specifically planning. Essential steps in achieving Web service composition include the translation of the Web service composition problem into a solver-ready planning domain and problem, followed by the acquisition of solutions, and the translation of the solutions back to Web service terms. The solutions to the problem, that is, the descriptions of the desired composite service, are obtained by means of external domain-independent planning systems, they are visualized and finally evaluated. Throughout the entire process, the system exploits semantic information extracted from the semantic descriptions of the available Web services and the corresponding ontologies, in order to perform composition under semantic awareness and relaxation.",1
Distributed data mining,2009,https://www.igi-global.com/chapter/distributed-data-mining/7907,"The continuous developments in information and communication technology have recently led to the appearance of distributed computing environments, which comprise several, and different sources of large volumes of data and several computing units. The most prominent example of a distributed environment is the Internet, where increasingly more databases and data streams appear that deal with several areas, such as meteorology, oceanography, economy and others. In addition the Internet constitutes the communication medium for geographicallydistributed information systems, as for example the earth observing system of NASA (eos. gsfc. nasa. gov). Other examples of distributed environments that have been developed in the last few years are sensor networks for process monitoring and grids where a large number of computing and storage units are interconnected over a highspeed network.",1
aWESoME: A web service middleware for ambient intelligence,2013,https://www.sciencedirect.com/science/article/pii/S0957417413000936,"This work presents a Web Service Middleware infrastructure for Ambient Intelligence environments, named aWESoME. aWESoME is a vital part of the Smart IHU project, a large-scale Smart University deployment. The purpose of the proposed middleware within the project is twofold: for one, to ensure universal, homogeneous access to the system’s functions and secondly, to fulfill functional and non-functional requirements of the system. Namely, the infrastructure itself should consume significantly low power (as it is meant for energy savings in addition to automations), without compromising reliability and fast response time. The infrastructure should enable fast and direct discovery, invocation and execution of services. Finally, on hardware level, the wireless sensor and actuator network should be optimally configured for speed and reliability as well. The proposed solution employs widely used web open standards …",0
On the discovery of weak periodicities in large time series,2002,https://link.springer.com/chapter/10.1007/3-540-45681-3_5,"The search for weak periodic signals in time series data is an active topic of research. Given the fact that rarely a real world dataset is perfectly periodic, this paper approaches this problem in terms of data mining, trying to discover weak periodic signals in time series databases, when no period length is known in advance. In existing time series mining algorithms, the period length is user-specified. We propose an algorithm for finding approximate periodicities in large time series data, utilizing autocorrelation function and FFT. This algorithm is an extension to the partial periodicity detection algorithm presented in a previous paper of ours. We provide some mathematical background as well as experimental results.",1
E-DEVICE: An extensible active knowledge base system with multiple rule type support,2000,https://ieeexplore.ieee.org/abstract/document/877511/,"This paper describes E-DEVICE, an extensible active knowledge base system (KBS) that supports the processing of event-driven, production, and deductive rules into the same active OODB system. E-DEVICE provides the infrastructure for the smooth integration of various declarative rule types, such as production and deductive rules, into an active OODB system that supports low-level event-driven rules only by: (1) mapping each declarative rule into one event-driven rule, offering centralized rule selection control for correct run-time behavior and conflict resolution, and (2) using complex events to map the conditions of declarative rules and monitor the database to incrementally match those conditions. E-DEVICE provides the infrastructure for easily extending the system by adding: (1) new rule types as subtypes of existing ones, and (2) transparent optimizations to the rule matching network. The resulting system is …",0
Learning to teach reinforcement learning agents,2019,https://www.mdpi.com/243736,"In this article, we study the transfer learning model of action advice under a budget. We focus on reinforcement learning teachers providing action advice to heterogeneous students playing the game of Pac-Man under a limited advice budget. First, we examine several critical factors affecting advice quality in this setting, such as the average performance of the teacher, its variance and the importance of reward discounting in advising. The experiments show that the best performers are not always the best teachers and reveal the non-trivial importance of the coefficient of variation (CV) as a statistic for choosing policies that generate advice. The CV statistic relates variance to the corresponding mean. Second, the article studies policy learning for distributing advice under a budget. Whereas most methods in the relevant literature rely on heuristics for advice distribution, we formulate the problem as a learning one and propose a novel reinforcement learning algorithm capable of learning when to advise or not. The proposed algorithm is able to advise even when it does not have knowledge of the student’s intended action and needs significantly less training time compared to previous learning approaches. Finally, in this article, we argue that learning to advise under a budget is an instance of a more generic learning problem: Constrained Exploitation Reinforcement Learning. View Full-Text",1
Rule-based approaches for energy savings in an ambient intelligence environment,2015,https://www.sciencedirect.com/science/article/pii/S1574119214000777,"This paper presents a novel real-world application for energy savings in a Smart Building environment. The proposed system unifies heterogeneous wireless sensor networks under a Semantic Web Service middleware. Two complementary and mutually exclusive rule-based approaches for enforcing energy-saving policies are proposed: a reactive agent based on production rules and a deliberative agent based on defeasible logic. The system was deployed at a Greek University, showing promising experimental results (at least 4% daily savings). Although the percentage of energy savings may seem low, the greatest merit of the method is ensuring that no energy is wasted by constantly enforcing the policies.",1
PersoNews: a personalized news reader enhanced by machine learning and semantic filtering,2006,https://link.springer.com/chapter/10.1007/11914853_62,"In this paper, we present a web-based, machine-learning enhanced news reader (PersoNews). The main advantages of PersoNews are the aggregation of many different news sources, machine learning filtering offering personalization not only per user but also for every feed a user is subscribed to, and finally the ability for every user to watch a more abstracted topic of interest by employing a simple form of semantic filtering through a taxonomy of topics.",1
Distributed data mining of large classifier ensembles,2002,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.18.3906,"Nowadays, classifier ensembles are often used for distributed data mining in order to discover knowledge from inherently distributed information sources and scale up learning to very large databases. One of the most successful methods used for combining multiple classifiers is Stacking. However, this method suffers from very high computational cost in the case of large number of distributed nodes. This paper presents a new classifier combination strategy that scales up efficiently and achieves both high predictive accuracy and tractability of problems with high complexity. It induces a global model by learning from the averages of the local classifiers' output. This way, fast and effective combination of large number of classifiers is achieved.",1
