Title,Publication Year,Publication url,Abstract,Abstract entirety
The tomaco hybrid matching framework for SAWSDL semantic web services,2015,https://ieeexplore.ieee.org/abstract/document/7104178/,"This work aims to advance Web Service retrieval, also known as Matching, in two directions. First, it introduces a matching algorithm for SAWSDL, which adapts and extends known concepts with novel strategies. Effective logic-based and syntactic strategies are introduced and combined in a novel hybrid strategy, targeting an envisioned well-defined, real-world scenario for matching. The algorithm is evaluated in a universal environment for matching algorithms, SME2, in an objective, reproducible manner. Evaluation ranks Tomaco high amongst state of the art, especially for early recall levels (first in macro-averaging precision, up to 0.7 recall). Secondly, this work introduces the Tomaco web application, which aims to promote wide-spread adoption of Semantic Web Services while targeting the lack of user-friendly applications in this field, by integrating a variety of configurable matching algorithms proposed in this …",0
Proof explanation in the DR-DEVICE system,2007,https://link.springer.com/chapter/10.1007/978-3-540-72982-2_19,"Trust is a vital feature for the Semantic Web: If users (humans and agents) are to use and integrate system answers, they must trust them. Thus, systems should be able to explain their actions, sources, and beliefs, and this issue is the topic of the proof layer in the design of the Semantic Web. This paper presents the design of a system for proof explanation on the Semantic Web, based on defeasible reasoning. The basis of this work is the DR-DEVICE system that is extended to handle proofs. A critical aspect is the representation of proofs in an XML language, which is achieved by a RuleML language extension.",1
Bridging the HASM: An OWL ontology for modeling the information pathways in haptic interfaces software,2013,https://www.sciencedirect.com/science/article/pii/S0957417412010147,"Haptics technology has received enormous attention to enhance human computer interaction. The last decade has witnessed a rapid progress in haptic application software development due to the fact that the underlying technology has become mature and has opened up novel research areas. In an attempt to organize the path between cause and effect we envision a need for a standard for haptic application software modeling. In order for the software to better enhance the tactile information sensation, flow and perception and also make interaction between humans and haptics more efficient and natural, we need a formal representation of the haptics domain. This article proposes the use of HASM, a haptic applications software modeling ontology to formally model the haptics domain in order to be used during the specifications and design phases of developing software applications for haptic interfaces. The …",0
Ontology-based model driven engineering for safety verification,2010,https://ieeexplore.ieee.org/abstract/document/5598078/,"Safety assessment of dependable systems is a complex verification task that is desirable to be explicitly incorporated into the development cycle during the very early stages of a project. The main reason is that the cost to correct a safety error at the late stages of system development is excessively high. Towards this aim, we introduce an ontology-based model-driven engineering process for automating transformations of models that are utilized as reusable artifacts. The logical and syntactical structures of the design and safety models have to conform to a number of metamodel constraints. These constraints are semantically represented by mapping them onto an OWL domain ontology, allowing the incorporation of a Description Logic OWL reasoner and inference rules, in order to detect lacks of model elements and semantically inconsistent parts. Model validation throughout the ontology-based transformation …",0
A visual programming system for automated problem solving,2010,https://www.sciencedirect.com/science/article/pii/S0957417409010938,"Although new AI planning algorithms and techniques are being developed and improved rapidly, there is a lack of efficient and easy to use systems able to incorporate and utilize them. Furthermore, while visual representation facilitates design, maintenance and comprehension of planning domains and problems, very few systems incorporate it. This paper presents VLEPPO, an integrated system aiming at visually modeling planning domains and problems through a convenient graphical interface, while maintaining compatibility with the Planning Domain Definition Language (PDDL), with import and export features. Solutions to planning problems can be obtained by invoking different planners employing the web services technology. The demonstration of the system is performed through a case study involving web service composition viewed as a planning problem.",1
Semantic web service composition using planning and ontology concept relevance,2009,https://ieeexplore.ieee.org/abstract/document/5286036/,"This paper presents PORSCE II, a system that combines planning and ontology concept relevance for automatically composing semantic web services. The presented approach includes transformation of the web service composition problem into a planning problem, enhancement with semantic awareness and relaxation and solution through external planners. The produced plans are visualized and their accuracy is assessed.",1
R-device: A deductive rdf rule language,2004,https://link.springer.com/chapter/10.1007/978-3-540-30504-0_6,"In this paper we present R-DEVICE, a deductive rule language for reasoning about RDF metadata. R-DEVICE includes features such as normal and generalized path expressions, stratified negation, aggregate, grouping, and sorting, functions. The rule language supports a second-order syntax, where variables can range over classes and properties. Users can define views which are materialized and, optionally, incrementally maintained by translating deductive rules into CLIPS production rules. Users can choose between an OPS5/CLIPS-like or a RuleML-like syntax. R-DEVICE is based on a OO RDF data model, different than the established graph model, which maps resources to objects and encapsulates properties inside resource objects, as traditional OO attributes. In this way, less joins are required to access the properties of a single resource resulting in better inferencing/querying performance. The …",0
An intelligent educational metadata repository,2003,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1033.5125&rep=rep1&type=pdf,"Recently, several standardization efforts for e-learning technologies gave rise to various specifications for educational metadata, that is, data describing all the"" entities"" involved in an educational procedure. The internal details of systems that utilize these metadata are still an open issue since these efforts are primarily dealing with"" what"" and not"" how"". In this chapter, under the light of these emerging standardization efforts, we present XDevice, an intelligent XML repository system for educational metadata. XDevice can be used as the intelligent back-end of a WWW portal on which"" learning objects"" are supplied by educational service providers and accessed by learners according to their individual profiles and educational needs. XDevice transforms the widely adopted XML binding for educational metadata into a flexible, object-oriented representation and uses intelligent second-order logic querying facilities to provide advanced, personalized functionality. Furthermore, a case study is presented, in which learning object metadata and learner's profile metadata are combined under certain XDevice rules in order to dynamically infer customized courses for the learner.",1
Constraint maintenance using generated methods in the P/FDM object-oriented database,1994,https://link.springer.com/chapter/10.1007/978-1-4471-3225-7_22,"We discuss the use of code-generated methods in Prolog as a flexible and efficient way to implement complex semantic constraints in an OODB. We introduce a high-level constraint language CoLan, based on functions and sets and including range quantifiers, from which fragments of code are generated to check the constraints. These fragments are attached to slots in class descriptors, and are also inherited (constraints cannot be overridden). Thus many fragments can come from one constraint and one slot may have attached fragments from many constraints. Constraints can be selectively disabled or removed which causes inhibition or disabling of corresponding fragments. This overcomes many objections to implementing constraints through methods. We have prototyped it by using the metaclass facilities of ADAM to initiate code generation. We are now re-implementing it in P/FDM, using changes to …",0
StoRM: A social agent-based trust model for the internet of things adopting microservice architecture,2019,https://www.sciencedirect.com/science/article/pii/S1569190X19300322,"Over the last years, the Internet of Things attracted much attention mainly due to its potential to change our daily life. It attempts to create a world where everyone and everything will be connected while knowledge will be diffused effortlessly. Yet, this open, distributed and heterogeneous environment raises important challenges, such as intelligence and trustworthiness. Intelligent Agents can deal with these challenges since they form an alternative to traditional interactions among people and objects while, at the same time, they are involved in a rich research effort regarding trust management. Additionally, intelligent agents seem able to deal with potential societal impacts and relationships, although they are not primary social networks, as well as the heterogeneity in the Internet of Things when combined with novel approaches such as the microservice architecture. To this end, this article proposes a novel …",0
Trusted reasoning services for semantic web agents,2010,http://informatica.si/index.php/informatica/article/viewFile/317/316,"The Semantic Web aims at enriching information with well-defined semantics, making it possible both for people and machines to understand Web content. Intelligent agents are the most prominent approach towards realizing this vision. Nevertheless, agents do not necessarily share a common rule or logic formalism, neither would it be realistic to attempt imposing specific logic formalisms in a rapidly changing world like the Web. Thus, based on the plethora of proposals and standards for logic-and rule-based reasoning for the Semantic Web, a key factor for the success of Semantic Web agents lies in the interoperability of reasoning tasks. This paper reports on the implementation of trusted, third party reasoning services wrapped as agents in a multi-agent system framework. This way, agents can exchange their arguments, without the need to conform to a common rule or logic paradigm–via an external reasoning service, the receiving agent can grasp the semantics of the received rule set. Finally, a use case scenario is presented that illustrates the viability of the proposed approach. Povzetek: Semantični spletni agenti potrebujejo oceno zaupanja storitev za kvalitetno delovanje.",1
Capturing RDF Descriptive Semantics in an Object Oriented Knowledge Base System.,2003,https://www.researchgate.net/profile/Nick-Bassiliades/publication/221024133_Capturing_RDF_Descriptive_Semantics_in_an_Object_Oriented_Knowledge_Base_System/links/0046352616e949e8b4000000/Capturing-RDF-Descriptive-Semantics-in-an-Object-Oriented-Knowledge-Base-System.pdf,"In this paper, we present a deductive object-oriented knowledge base system, called R-DEVICE, which imports RDF data into the CLIPS production rule system as objects and uses a deductive rule language for querying and reasoning about them. In our model properties of resources are not scattered across several triples as in most other RDF storage and querying systems, resulting in increased query per-formance due to less joins. R-DEVICE features a powerful deductive rule language which is able to express arbitrary queries both on the RDF schema and data, including generalized path expressions, strati-fied negation, aggregate, grouping, and sorting, functions, mainly due to the second-order syntax of the rule language which is efficiently translated into sets of first-order logic rules using metadata.",1
A multi-agent coordination framework for smart building energy management,2014,https://ieeexplore.ieee.org/abstract/document/6974838/,"This paper presents a novel energy management framework for multi-agent coordination in smart buildings. The framework builds on top of an existing Service-Oriented middleware for Ambient Intelligence, which offers sensor and actuator functions of wireless devices. The middleware also provides a semantics infrastructure that assists in authoring agent policies for reducing energy consumption and maximizing user comfort. Each agent within the framework is responsible for monitoring the environmental context and controlling the electrical appliances of a specific room. However, the collective behavior of the multi-agent system is controlled by a Coordinator Agent that approves or rejects the allocation of building resources in time, aiming at more ""long-term"" goals that are out of the reach and scope of the individual Room Agents. The agents' underlying logic is expressed via defeasible logics, a formalism …",0
A deductive semantic brokering system,2005,https://link.springer.com/chapter/10.1007/11552451_102,"In this paper we study the brokering and matchmaking problem in the tourism domain, that is, how a requester’s requirements and preferences can be matched against a set of offerings collected by a broker. The proposed solution uses the Semantic Web standard of RDF to represent the offerings, and a deductive logical language for expressing the requirements and preferences. We motivate and explain the approach we propose, and report on a prototypical implementation exhibiting the described functionality in a multi-agent environment.",1
A knowledge-based framework for building web service domains,2003,https://intelligence.csd.auth.gr/wp-content/uploads/2019/03/pci9-bassiliades.pdf,"This paper describes a knowledge-based framework, called SWIM, for building Web Service Domains, which are collections or communities of related Web Services that are mediated and/or aggregated by a single Web Service, called the Mediator Service that functions as a proxy for them. When a requestor sends a message to the Mediator Service our system will select one or more of the Web Services to dispatch the message and will fuse the results returned by the selected services. The selection of Web services and the algorithm for fusing the results is defined by the administrator of the Service Domain using a declarative rule language, called X-DEVICE. SWIM system offers services for registering new Web Services and Service Domains. The main advantage of the SWIM system, compared to similar proposed approaches is that it allows the easy definition of arbitrary service selection strategies using a logicbased language. Furthermore, it goes beyond the mere conditional re-routing of Web Service requests by allowing combination of results of multiple Web Services leading to a simple logic-based form for Web Service composition.",1
VisioRed: A Visualisation Tool for Interpretable Predictive Maintenance,2021,https://arxiv.org/abs/2103.17003,"The use of machine learning rapidly increases in high-risk scenarios where decisions are required, for example in healthcare or industrial monitoring equipment. In crucial situations, a model that can offer meaningful explanations of its decision-making is essential. In industrial facilities, the equipment's well-timed maintenance is vital to ensure continuous operation to prevent money loss. Using machine learning, predictive and prescriptive maintenance attempt to anticipate and prevent eventual system failures. This paper introduces a visualisation tool incorporating interpretations to display information derived from predictive maintenance models, trained on time-series data.",1
Object-Action Association Extraction from Knowledge Graphs,2021,https://ebooks.iospress.nl/volumearticle/57419,"Infusing autonomous artificial systems with knowledge about the physical world they inhabit is of utmost importance and a long-lasting goal in Artificial Intelligence (AI) research. Training systems with relevant data is a common approach; yet, it is not always feasible to find the data needed, especially since a big portion of this knowledge is commonsense. In this paper, we propose a novel method for extracting and evaluating relations between objects and actions from knowledge graphs, such as ConceptNet and WordNet. We present a complete methodology of locating, enriching, evaluating, cleaning and exposing knowledge from such resources, taking into consideration semantic similarity methods. One important aspect of our method is the flexibility in deciding how to deal with the noise that exists in the data. We compare our method with typical approaches found in the relevant literature, such as methods that …",0
An Open-Ended Web Knowledge Retrieval Framework with Explanation and Learning through Argumentation,2021,http://www.semantic-web-journal.net/system/files/swj2796.pdf,"Semantic Web knowledge bases can provide explainability and knowledge availability to the knowledge representation of any cognitive robotic system. For this reason, we present a knowledge retrieval framework enhanced with external knowledge sources that can argue about its decisions and even learn new knowledge through an argumentation dialogue. The framework provides commonsense knowledge about sequences of actions on how to perform human scaled tasks in a household environment, answers queries about household objects, and performs semantic matching between entities from the web knowledge graphs DBpedia, ConceptNet, and WordNet, with the ones existing in our knowledge graph. We offer a set of predefined SPARQL templates that directly address the ontology on which our knowledge retrieval framework is built, and querying capabilities through SPARQL. The framework can argue with the user about its answers with two different scenarios, missing where an entity should be in the answers of the framework, according to the user, and wrong where an entity should not be in the answers of the framework. We evaluated our framework via two different user evaluations.",1
Towards a Requirements Engineering Framework based on Semantics,2020,https://dl.acm.org/doi/abs/10.1145/3437120.3437278,"Requirements engineering is one of the most important issues in systems development. Whether it is software or hardware systems or embedded systems, the need for well-defined requirements remains the same. The ultimate success or failure of developing a system stems largely from the initial definition and management of its requirements. However, despite the efforts that have been made, a coherent and easily understood process that leads from the requirements to correct implementations is still an open research issue, which seeks alternative promising approaches. To this end, in this paper, we propose a requirements engineering approach based on Semantics. It provides a novel mechanism that combines semantics, ontologies, and appropriate NLP techniques. The ultimate goal is to propose a framework that will include the minimum consistent set of formalities and languages to determine the …",0
Altruist: argumentative explanations through local interpretations of predictive models,2020,https://arxiv.org/abs/2010.07650,"Interpretable machine learning is an emerging field providing solutions on acquiring insights into machine learning models' rationale. It has been put in the map of machine learning by suggesting ways to tackle key ethical and societal issues. However, existing techniques of interpretable machine learning are far from being comprehensible and explainable to the end user. Another key issue in this field is the lack of evaluation and selection criteria, making it difficult for the end user to choose the most appropriate interpretation technique for its use. In this study, we introduce a meta-explanation methodology that will provide truthful interpretations, in terms of feature importance, to the end user through argumentation. At the same time, this methodology can be used as an evaluation or selection tool for multiple interpretation techniques based on feature importance.",1
Mechanism Design for Efficient Online and Offline Allocation of Electric Vehicles to Charging Stations,2020,https://arxiv.org/abs/2007.09715,"We study the problem of allocating Electric Vehicles (EVs) to charging stations and scheduling their charging. We develop offline and online solutions that treat EV users as self-interested agents that aim to maximise their profit and minimise the impact on their schedule. We formulate the problem of the optimal EV to charging station allocation as a Mixed Integer Programming (MIP) one and we propose two pricing mechanisms: A fixed-price one, and another that is based on the well known Vickrey-Clark-Groves (VCG) mechanism. Later, we develop online solutions that incrementally call the MIP-based algorithm. We empirically evaluate our mechanisms and we observe that both scale well. Moreover, the VCG mechanism services on average  more EVs than the fixed-price one. In addition, when the stations get congested, VCG leads to higher prices for the EVs and higher profit for the stations, but lower utility for the EVs. However, we theoretically prove that the VCG mechanism guarantees truthful reporting of the EVs' preferences. In contrast, the fixed-price one is vulnerable to agents' strategic behaviour as non-truthful EVs can charge in place of truthful ones. Finally, we observe that the online algorithms are on average at  of the optimal in EV satisfaction.",1
DRAMa: An IoT-enabled Distributed Reputation Agent Model,2018,https://dl.acm.org/doi/abs/10.1145/3200947.3201048,"The Internet of Things is a network of objects, called Things, which can interact with the environment or other Things, with no human intervention. At the same time, multi-agent systems are considered a modern medium of communication and interaction with limited or no human intervention. Hence, combining agent technology with the Internet of Things seems promising. Yet, the open, distributed and heterogeneous environment raises important challenges, such as trustworthiness among the various devices and participants. Hence, distributed reputation models inevitably attract more attention. In this paper we propose DRAMa, a distributed reputation model that provides a novel mechanism, combining reputation with risk and reward. DRAMa attempts to reverse the traditional view of reputation models by involving auctions in the decision making procedures. Finally, an evaluation of the model demonstrates the …",0
"Proceedings of the 4th International Conference on Web Intelligence, Mining and Semantics (WIMS14)",2017,http://mlkd.csd.auth.gr/publication_details.asp?publicationID=429,"It is our great pleasure to welcome you at the International Conference on Web Intelligence, Mining and Semantics (WIMS’14) taking place on June 2nd–4th at Thessaloniki, Greece. The WIMS conference series was initiated by the Western Norway Research Institute, as a part of the celebration of their 25th anniversary. The 2nd international conference in this series WIMS’12 was organized at the University of Craiova, Romania, and the 3rd conference (WIMS’13)–at Autonomous University of Madrid, Spain. This year, the 4th WIMS conference (WIMS’14) is organized under the auspices of the Aristotle University of Thessaloniki, in Greece. This conference is intended to stimulate discussions on the forefront of research concerned with intelligent approaches to transform the World Wide Web into a global reasoning and semantics-driven computing machine. We believe that the scope of the WIMS’14 will serve the …",0
New Trends in Database and Information Systems II,2015,https://link.springer.com/content/pdf/10.1007/978-3-319-10518-5.pdf,"This volume contains a selection of papers presented at the 18th East-European Conference on Advances in Databases and Information Systems (ADBIS 2014), held on September 7–10, 2014, in Ohrid, Republic of Macedonia. Database and information systems technologies have been rapidly evolving in several directions in the recent years. New types of data, new kinds of emerging applications and information systems to support them, raise diverse challenges to be addressed. The so-called big data challenge, streaming data management and processing, social networks and other complex data analysis, including semantic reasoning into information systems supporting for instance trading, negotiations, and bidding mechanisms are but a few examples of such emerging research areas. The ADBIS series of conferences aims to provide a forum for the presentation and dissemination of research on database …",0
Geosocial SPLIS: A Rule-Based Service for Context-aware Point of Interest Exploration.,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.664.5205&rep=rep1&type=pdf,"This paper presents the design and implementation of a novel geosocial semantic service called “Geosocial SPLIS”(GeoSocial Semantic Personalizing Location Information Service). The service a) gets data about points of interest (POIs) and user profiles from external sources such as Google Places API and Google+, b) adopts the well known schema. org ontology, c) supports a user friendly web editor so as regular users to be able to insert and customize their daily preferences about points of interest (POIs), and POI owners their group targeted offers, d) uses RuleML and Jess rules to make this rules machine comprehensible, e) presents contextualized information on Google Maps.",1
An Applied Energy Management Approach in Intelligent Environments based on a Hybrid Agent Architecture,2014,https://www.researchgate.net/profile/Efstratios-Kontopoulos/publication/281616720_An_Applied_Energy_Management_Approach_in_Intelligent_Environments_based_on_a_Hybrid_Agent_Architecture/links/55eff4fc08aef559dc44f268/An-Applied-Energy-Management-Approach-in-Intelligent-Environments-based-on-a-Hybrid-Agent-Architecture.pdf,"This paper presents a framework for ambient sensing and managing a University building aimed at energy savings and user comfort. The system builds upon previous work, using a Semantic Web Service middleware for unifying the various heterogeneous sensor and actuator networks. Two applications are introduced in the framework, the Manager App and the Rule App. The latter incorporates a hybrid intelligent agent that enables both reactive and deliberate manipulation of the environment, based on user-configurable policies expressed in defeasible logic. The Manager App provides users with advanced control and renders the system sustainable. Specifically, it allows bypassing the policies and manually administrating the infrastructure, eg during exceptional or emergency cases. The framework is deployed and evaluated at a University course office, guaranteeing 20% daily energy savings on controlled devices, aggregated to 17% total per room savings.",1
SENSE: A Flow-Down Semantics-Based Requirements Engineering Framework,2021,https://www.mdpi.com/1999-4893/14/10/298,"The processes involved in requirements engineering are some of the most, if not the most, important steps in systems development. The need for well-defined requirements remains a critical issue for the development of any system. Describing the structure and behavior of a system could be proven vague, leading to uncertainties, restrictions, or improper functioning of the system that would be hard to fix later. In this context, this article proposes SENSE, a framework based on standardized expressions of natural language with well-defined semantics, called boilerplates, that support a flow-down procedure for requirement management. This framework integrates sets of boilerplates and proposes the most appropriate of them, depending, among other considerations, on the type of requirement and the developing system, while providing validity and completeness verification checks using the minimum consistent set of formalities and languages. SENSE is a consistent and easily understood framework that allows engineers to use formal languages and semantics rather than the traditional natural languages and machine learning techniques, optimizing the requirement development. The main aim of SENSE is to provide a complete process of the production and standardization of the requirements by using semantics, ontologies, and appropriate NLP techniques. Furthermore, SENSE performs the necessary verifications by using SPARQL (SPIN) queries to support requirement management.",1
Onto-IKEA: A Knowledge Retrieval Framework based on IKEA Ontology,2021,https://intelligence.csd.auth.gr/wp-content/uploads/2021/08/Onto_IKEA__A_Knowledge_Retrieval_Framework_based_on_IKEA_Ontology.pdf,"The evolution of Linked Open Data (LOD) has encouraged developers to create more and more context related ontologies. This advance is extremely important because Artificial Intelligence (AI) applications can access domain specific information that is in machine understandable format. In this paper, we present a knowledge retrieval framework which is based on our custom made IKEA ontology. The ontology is created with information from the IKEA dataset that we also created. The dataset contains information about household objects found in the IKEA website, relations between objects, and features such as dimensions, and material for the objects. Moreover, we provide a query interface that the user can use to address queries to the ontology.",1
Advances in Multi-agent Systems Research: EUMAS 2020 Extended Selected Papers,2021,https://link.springer.com/article/10.1007/s42979-021-00752-z,"This topical collection consists of extended selected papers of the 17th European Conference on Multi-Agent Systems (EUMAS 2020). The conference was originally planned to be held in Thessaloniki, Greece, in April 2020, but due to the COVID19 pandemic, it was eventually held online between September 14–15, 2020. EUMAS 2020 followed the tradition of previous editions (Oxford 2003, Barcelona 2004, Brussels 2005, Lisbon 2006, Hammamet 2007, Bath 2008, Agia Napa 2009, Paris 2010, Maastricht 2011, Dublin 2012, Toulouse 2013, Prague 2014, Athens 2015, Valencia 2016, Evry 2017, Bergen 2018) in aiming to provide the prime European forum for presenting and discussing agents research as the annual designated event of the European Association of Multi-Agent Systems (EURAMAS). After a rigorous peer-review process, a total of 35 papers were accepted and presented at the conference …",0
Abstract Argumentation Frameworks with Domain Assignments,2021,Unknown,Unknown,1
Intelligent Momentary Assisted Control for Autonomous Emergency Braking,2021,https://arxiv.org/abs/2107.00972,"Development of control algorithms for enhancing performance in safety-critical systems such as the Autonomous Emergency Braking system (AEB) is an important issue in the emerging field of automated electric vehicles. In this study, we design a safety distance-based hierarchical AEB control system constituted of a high-level Rule-Based Supervisory control module, an intermediate-level switching algorithm and a low-level control module. The Rule Based supervisor determines the required deceleration command that is fed to the low-level control module via the switching algorithm. In the low-level, two wheel slip control algorithms were developed, a Robust Sliding Mode controller and a Gain-Scheduled Linear Quadratic Regulator. For the needs of this control design, a non-linear dynamic vehicle model was implemented whereas a constant tire-road friction coefficient was considered. The proposed control system was validated in Simulink, assuming a straight-line braking maneuver on a flat dry road. The simulation results demonstrated satisfactory emergency braking performance with full collision avoidance in both proposed control system combinations.",1
LioNets: A Neural-Specific Local Interpretation Technique Exploiting Penultimate Layer Information,2021,https://arxiv.org/abs/2104.06057,"Artificial Intelligence (AI) has a tremendous impact on the unexpected growth of technology in almost every aspect. AI-powered systems are monitoring and deciding about sensitive economic and societal issues. The future is towards automation, and it must not be prevented. However, this is a conflicting viewpoint for a lot of people, due to the fear of uncontrollable AI systems. This concern could be reasonable if it was originating from considerations associated with social issues, like gender-biased, or obscure decision-making systems. Explainable AI (XAI) is recently treated as a huge step towards reliable systems, enhancing the trust of people to AI. Interpretable machine learning (IML), a subfield of XAI, is also an urgent topic of research. This paper presents a small but significant contribution to the IML community, focusing on a local-based, neural-specific interpretation process applied to textual and time-series data. The proposed methodology introduces new approaches to the presentation of feature importance based interpretations, as well as the production of counterfactual words on textual datasets. Eventually, an improved evaluation metric is introduced for the assessment of interpretation techniques, which supports an extensive set of qualitative and quantitative experiments.",1
Conclusive Local Interpretation Rules for Random Forests,2021,https://arxiv.org/abs/2104.06040,"In critical situations involving discrimination, gender inequality, economic damage, and even the possibility of casualties, machine learning models must be able to provide clear interpretations for their decisions. Otherwise, their obscure decision-making processes can lead to socioethical issues as they interfere with people's lives. In the aforementioned sectors, random forest algorithms strive, thus their ability to explain themselves is an obvious requirement. In this paper, we present LionForests, which relies on a preliminary work of ours. LionForests is a random forest-specific interpretation technique, which provides rules as explanations. It is applicable from binary classification tasks to multi-class classification and regression tasks, and it is supported by a stable theoretical background. Experimentation, including sensitivity analysis and comparison with state-of-the-art techniques, is also performed to demonstrate the efficacy of our contribution. Finally, we highlight a unique property of LionForests, called conclusiveness, that provides interpretation validity and distinguishes it from previous techniques.",1
Commonsense Reasoning with Argumentation for Cognitive Robotics⋆,2021,http://ceur-ws.org/Vol-2956/paper32.pdf,"Commonsense Reasoning is a cognitive ability which is found only in humans, but the desire is to implement it in Artificial Intelligence when solving tasks. Moreover, the use of arguments can reveal how and why a human individual supports or rejects an opinion. In this thesis, our goal is to study theoretically the problem of commonsense reasoning and develop methods for enhancing the commonsense reasoning capabilities of a cognitive robotic system that acts in a household environment. The commonsense reasoning mechanism is implemented with the use of argumentation, by developing argumentation frameworks that can facilitate commonsense knowledge. Additionally, we use Semantic Web technologies to add commonsense knowledge in the commonsense reasoning mechanism, and we construct a framework that accommodates our methods.",1
"Multi-Agent Systems and Agreement Technologies: 17th European Conference, EUMAS 2020, and 7th International Conference, AT 2020, Thessaloniki, Greece, September 14-15, 2020, Revised Selected Papers",2020,https://books.google.com/books?hl=en&lr=&id=LCASEAAAQBAJ&oi=fnd&pg=PR5&dq=info:BXBJJDJ7KFwJ:scholar.google.com&ots=7GerB0qCuq&sig=9pNBSJY8a3DJxMyJMcrYX0as3hY,"This book constitutes the revised post-conference proceedings of the 17th European Conference on Multi-Agent Systems, EUMAS 2020, and the 7th International Conference on Agreement Technologies, AT 2020, which were originally planned to be held as a joint event in Thessaloniki, Greece, in April 2020. Due to COVID-19 pandemic the conference was postponed to September 2020 and finally became a fully virtual conference. The 38 full papers presented in this volume were carefully reviewed and selected from a total of 53 submissions. The papers report on both early and mature research and cover a wide range of topics in the field of autonomous agents and multi-agent systems.",1
Multi-Agent Systems and Agreement Technologies,2020,https://digital.csic.es/handle/10261/235432,"This book constitutes the revised post-conference proceedings of the 17th European Conference on Multi-Agent Systems, EUMAS 2020, and the 7th International Conference on Agreement Technologies, AT 2020, which were originally planned to be held as a joint event in Thessaloniki, Greece, in April 2020. Due to COVID-19 pandemic the conference was postponed to September 2020 and finally became a fully virtual conference. The 38 full papers presented in this volume were carefully reviewed and selected from a total of 53 submissions. The papers report on both early and mature research and cover a wide range of topics in the field of autonomous agents and multi-agent systems.",1
"Electricity Markets with Increasing Levels of Renewable Generation: Structure, Operation, Agent-based Simulation, and Emerging Designs, Fernando Lopes, Helder Coelho (Eds.), Springer, Cham (2018), ISBN: 978-3-319-74261-8",2019,https://scholar.google.com/scholar?cluster=11937567525771900628&hl=en&oi=scholarr,"The electricity industry has been in the forefront of the energy sector since the industrial era. During the last decades, with the technological leaps in the IT sector and the strong shift in the utilization of renewable energy sources, the industry faces new challenges. Furthermore, the globalization of the energy markets and the need for energy security has led to the creation of strong internal markets, with the European Countries being a prime example. Starting from the initial harmonization of the technical regulations in these markets, the shift from fossil based generation to renewable, extending to the wholesale market and price coupling and leading to the integrated day-ahead market, new challenges and opportunities arise for current and future energy practitioners.With the constant increase in the installed capacity of wind and solar electricity systems, which are expected to continue, and the need to keep on …",0
"Special Issue on Advances of AI Theories and Applications (SETN 2016) Guest Editors: Antonis Bikakis, Nick Bassiliades and Dimitris Vrakas Preface",2018,https://scholar.google.com/scholar?cluster=14200762569714775787&hl=en&oi=scholarr,Unknown,1
"Information and Communication Technologies in Education, Research, and Industrial Applications: 13th International Conference, ICTERI 2017, Kyiv, Ukraine, May 15-18, 2017, Revised Selected Papers",2018,https://books.google.com/books?hl=en&lr=&id=qkRPDwAAQBAJ&oi=fnd&pg=PR5&dq=info:jrqnAmXtPOkJ:scholar.google.com&ots=yr5KjHXaBt&sig=C4vzTMzyObaypUX_RHaMaUZRjVo,"This book contains extended versions of the best papers presented at the 13th International Conference on Information and Communication Technologies in Education, Research, and Industrial Applications, ICTERI 2017, held in Kyiv, Ukraine, in May 2017. The 11 revised full papers included in this volume were carefully reviewed and selected from 151 initial submissions during several rounds of reviewing. The papers are organized in the following topical sections: modeling and theoretical frameworks; ICT in teaching, learning, and education management; and ICT evaluation and applications.",1
InterBase-KB: Integrating a knowledge base system with a multidatabase system for data warehousing,2003,https://ieeexplore.ieee.org/abstract/document/1232272/,"This paper describes the integration of a multidatabase system and a knowledge-base system to support the data-integration component of a data warehouse. The multidatabase system integrates various component databases with a common query language; however, it does not provide capability for schema integration and other utilities necessary for data warehousing. In addition, the knowledge base system offers a declarative logic language with second-order syntax but first-order semantics for integrating the schemes of the data sources into the warehouse and for defining complex, recursively defined materialized views. Furthermore, deductive rules are also used for cleaning, checking the integrity and summarizing the data imported into the data warehouse. The knowledge base system features an efficient incremental view maintenance mechanism that is used for refreshing the data warehouse, without …",0
