Title,Publication Year,Publication url,Abstract,Abstract entirety
On the Combination of Textual and Semantic Descriptions for Automated Semantic Web Service Classification,2009,https://link.springer.com/chapter/10.1007/978-1-4419-0221-4_13,"Semantic Web services have emerged as the solution to the need for automating several aspects related to service-oriented architectures, such as service discovery and composition, and they are realized by combining Semantic Web technologies and Web service standards. In the present paper, we tackle the problem of automated classification of Web services according to their application domain taking into account both the textual description and the semantic annotations of OWL-S advertisements. We present results that we obtained by applying machine learning algorithms on textual and semantic descriptions separately and we propose methods for increasing the overall classification accuracy through an extended feature vector and an ensemble of classifiers.",1
Email mining: Emerging techniques for email management,2006,https://www.igi-global.com/chapter/web-data-management-practices/31103,"Email has met tremendous popularity over the past few years. People are sending and receiving many messages per day, communicating with partners and friends, or exchanging files and information. Unfortunately, the phenomenon of email overload has grown over the past years becoming a personal headache for users and a financial issue for companies. In this chapter, we will discuss how disciplines like Machine Learning and Data Mining can contribute to the solution of the problem by constructing intelligent techniques which automate email managing tasks and what advantages they hold over other conventional solutions. We will also discuss the particularity of email data and what special treatment it requires. Some interesting email mining applications like mail categorization, summarization, automatic answering and spam filtering will be also presented.",1
On the utility of incremental feature selection for the classification of textual data streams*,2006,https://scholar.google.com/scholar?cluster=18149970450042503231&hl=en&oi=scholarr,Unknown,1
On the utility of incremental feature selection for the classification of textual data streams,2005,https://link.springer.com/chapter/10.1007/11573036_32,"In this paper we argue that incrementally updating the features that a text classification algorithm considers is very important for real-world textual data streams, because in most applications the distribution of data and the description of the classification concept changes over time. We propose the coupling of an incremental feature ranking method and an incremental learning algorithm that can consider different subsets of the feature vector during prediction (what we call a feature based classifier), in order to deal with the above problem. Experimental results with a longitudinal database of real spam and legitimate emails shows that our approach can adapt to the changing nature of streaming data and works much better than classical incremental learning algorithms.",1
Dynamic feature space and incremental feature selection for the classification of textual data streams,2006,Unknown,Unknown,1
An adaptive personalized news dissemination system,2009,https://link.springer.com/content/pdf/10.1007/s10844-008-0053-8.pdf,"With the explosive growth of the Word Wide Web, information overload became a crucial concern. In a data-rich information-poor environment like the Web, the discrimination of useful or desirable information out of tons of mostly worthless data became a tedious task. The role of Machine Learning in tackling this problem is thoroughly discussed in the literature, but few systems are available for public use. In this work, we bridge theory to practice, by implementing a web-based news reader enhanced with a specifically designed machine learning framework for dynamic content personalization. This way, we get the chance to examine applicability and implementation issues and discuss the effectiveness of machine learning methods for the classification of real-world text streams. The main features of our system named PersoNews are: (a) the aggregation of many different news sources that offer an RSS …",0
Effective voting of heterogeneous classifiers,2004,https://link.springer.com/chapter/10.1007/978-3-540-30115-8_43,"This paper deals with the combination of classification models that have been derived from running different (heterogeneous) learning algorithms on the same data set. We focus on the Classifier Evaluation and Selection (ES) method, that evaluates each of the models (typically using 10-fold cross-validation) and selects the best one. We examine the performance of this method in comparison with the Oracle selecting the best classifier for the test set and show that 10-fold cross-validation has problems in detecting the best classifier. We then extend ES by applying a statistical test to the 10-fold accuracies of the models and combining through voting the most significant ones. Experimental results show that the proposed method, Effective Voting, performs comparably with the state-of-the-art method of Stacking with Multi-Response Model Trees without the additional computational cost of meta-training.",1
An ensemble of classifiers for coping with recurring contexts in data streams,2008,https://ebooks.iospress.nl/volumearticle/4488,"This paper proposes a general framework for classifying data streams by exploiting incremental clustering in order to dynamically build and update an ensemble of incremental classifiers. To achieve this, a transformation function that maps batches of examples into a new conceptual feature space is proposed. The clustering algorithm is then applied in order to group different concepts and identify recurring contexts. The ensemble is produced by maintaining an classifier for every concept discovered in the stream",1
Anima: Adaptive Personalized Software Keyboard,2015,https://arxiv.org/abs/1501.05696,"We present a Software Keyboard for smart touchscreen devices that learns its owner's unique dictionary in order to produce personalized typing predictions. The learning process is accelerated by analysing user's past typed communication. Moreover, personal temporal user behaviour is captured and exploited in the prediction engine. Computational and storage issues are addressed by dynamically forgetting words that the user no longer types. A prototype implementation is available at Google Play Store.",1
Detection and Delineation of Events and Sub-Events in Social Networks,2018,https://openreview.net/pdf?id=LGSAsylIL6T,"We define and solve the problem of event detection and delineation as a task of identifying events and decomposing them to their major sub-events, with a description and a timeline. We propose DeLi, an algorithm that focuses on providing such an understanding of events and sub-events. DeLi, to the best of our knowledge, is the first method that addresses the problem in a generic stream of text, and in an online fashion. Extensive evaluation on social streaming data demonstrates that, by combining the structure of a social network with content attributes, our method outperforms the state-of-the-art techniques.",1
Understanding Online Political Networks: The Case of the Far-Right and Far-Left in Greece,2017,https://link.springer.com/chapter/10.1007/978-3-319-67217-5_11,"This paper examines the connectivity among political networks on Twitter. We explore dynamics inside and between the far right and the far left, as well as the relation between the structure of the network and sentiment. The 2015 Greek political context offers a unique opportunity to investigate political communication in times of political intensity and crisis. We explore interactions inside and between political networks on Twitter in the run up to the elections of three different ballots: the parliamentary election of 25 January, the bailout referendum of 5 July, the snap election of 20 September; we, then, compare political action during campaigns with that during routinized politics.",1
Language agnostic meme-filtering for hashtag-based social network analysis,2015,https://link.springer.com/article/10.1007/s13278-015-0271-3,"Users in social networks utilize hashtags for a variety of reasons. In many cases, hashtags serve retrieval purposes by labeling the content they accompany. More often than not, hashtags are used to promote content, ideas, or conversations producing viral memes. This paper addresses a specific case of hashtag classification: meme-filtering. We argue that hashtags that are correlated with memes may hinder many valuable social media algorithms like trend detection and event identification. We propose and evaluate a set of language-agnostic features that aid the separation of these two classes: meme-hashtags and event-hashtags. The proposed approach is evaluated on two large datasets of Twitter messages written in English and German. A proof-of-concept application of the meme-filtering approach to the problem of event detection is presented.",1
INSIGHT: Dynamic Traffic Management Using Heterogeneous Urban Data,2016,https://link.springer.com/chapter/10.1007/978-3-319-46131-1_5,"In this demo we present INSIGHT, a system that provides traffic event detection in Dublin by exploiting Big Data and Crowdsourcing techniques. Our system is able to process and analyze input from multiple heterogeneous urban data sources.",1
Automated Tagging for the Retrieval of Software Resources in Grid and Cloud Infrastructures,2012,https://ieeexplore.ieee.org/abstract/document/6217475/,"A key challenge for Grid and Cloud infrastructures is to make their services easily accessible and attractive to end-users. In this paper we introduce tagging capabilities to the Miner soft system, a powerful tool for software search and discovery in order to help end-users locate application software suitable to their needs. Miner soft is now able to predict and automatically assign tags to software resources it indexes. In order to achieve this, we model the problem of tag prediction as a multi-label classification problem. Using data extracted from production-quality Grid and Cloud computing infrastructures, we evaluate an important number of multi-label classifiers and discuss which one and with what settings is the most appropriate for use in the particular problem.",1
Effective and efficient multilabel classification in domains with large number of labels,2008,http://www.ecmlpkdd2008.org/files/pdf/workshops/mmd/4.pdf,"This paper contributes a novel algorithm for effective and computationally efficient multilabel classification in domains with large label sets L. The HOMER algorithm constructs a Hierarchy Of Multilabel classifiERs, each one dealing with a much smaller set of labels compared to L and a more balanced example distribution. This leads to improved predictive performance along with linear training and logarithmic testing complexities with respect to| L|. Label distribution from parent to children nodes is achieved via a new balanced clustering algorithm, called balanced k means.",1
Multilabel text classification for automated tag suggestion,2008,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.183.2636&rep=rep1&type=pdf,"The increased popularity of tagging during the last few years can be mainly attributed to its embracing by most of the recently thriving user-centric content publishing and management Web 2.0 applications. However, tagging systems have some limitations that have led researchers to develop methods that assist users in the tagging process, by automatically suggesting an appropriate set of tags. We have tried to model the automated tag suggestion problem as a multilabel text classification task in order to participate in the ECML/PKDD 2008 Discovery Challenge.",1
Tracking recurring contexts using ensemble classifiers: an application to email filtering,2010,https://link.springer.com/article/10.1007/s10115-009-0206-2,"Concept drift constitutes a challenging problem for the machine learning and data mining community that frequently appears in real world stream classification problems. It is usually defined as the unforeseeable concept change of the target variable in a prediction task. In this paper, we focus on the problem of recurring contexts, a special sub-type of concept drift, that has not yet met the proper attention from the research community. In the case of recurring contexts, concepts may re-appear in future and thus older classification models might be beneficial for future classifications. We propose a general framework for classifying data streams by exploiting stream clustering in order to dynamically build and update an ensemble of incremental classifiers. To achieve this, a transformation function that maps batches of examples into a new conceptual representation model is proposed. The clustering algorithm is …",0
"Social voting advice applications—definitions, challenges, datasets and evaluation",2014,https://ieeexplore.ieee.org/abstract/document/6600899/,"Voting advice applications (VAAs) are online tools that have become increasingly popular and purportedly aid users in deciding which party/candidate to vote for during an election. In this paper we present an innovation to current VAA design which is based on the introduction of a social network element. We refer to this new type of online tool as a social voting advice application (SVAA). SVAAs extend VAAs by providing (a) community-based recommendations, (b) comparison of users' political opinions, and (c) a channel of user communication. In addition, SVAAs enriched with data mining modules, can operate as citizen sensors recording the sentiment of the electorate on issues and candidates. Drawing on VAA datasets generated by the Preference Matcher research consortium, we evaluate the results of the first VAA-Choose4Greece-which incorporated social voting features and was launched during the …",0
"Social voting advice applications—definitions, challenges, datasets and evaluation",2013,https://ieeexplore.ieee.org/abstract/document/6600899/,"Voting advice applications (VAAs) are online tools that have become increasingly popular and purportedly aid users in deciding which party/candidate to vote for during an election. In this paper we present an innovation to current VAA design which is based on the introduction of a social network element. We refer to this new type of online tool as a social voting advice application (SVAA). SVAAs extend VAAs by providing (a) community-based recommendations, (b) comparison of users' political opinions, and (c) a channel of user communication. In addition, SVAAs enriched with data mining modules, can operate as citizen sensors recording the sentiment of the electorate on issues and candidates. Drawing on VAA datasets generated by the Preference Matcher research consortium, we evaluate the results of the first VAA-Choose4Greece-which incorporated social voting features and was launched during the …",0
Intelligent Urban Data Monitoring for Smart Cities,2016,https://link.springer.com/chapter/10.1007/978-3-319-46131-1_23,"Urban data management is already an essential element of modern cities. The authorities can build on the variety of automatically generated information and develop intelligent services that improve citizens daily life, save environmental resources or aid in coping with emergencies. From a data mining perspective, urban data introduce a lot of challenges. Data volume, velocity and veracity are some obvious obstacles. However, there are even more issues of equal importance like data quality, resilience, privacy and security. In this paper we describe the development of a set of techniques and frameworks that aim at effective and efficient urban data management in real settings. To do this, we collaborated with the city of Dublin and worked on real problems and data. Our solutions were integrated in a system that was evaluated and is currently utilized by the city.",1
Mining Twitter Data with Resource Constraints,2014,https://ieeexplore.ieee.org/abstract/document/6927538/,"Social media analysis constitutes a scientific field that is rapidly gaining ground due to its numerous research challenges and practical applications, as well as the unprecedented availability of data in real time. Several of these applications have significant social and economical impact, such as journalism, crisis management, advertising, etc. However, two issues regarding these applications have to be confronted. The first one is the financial cost. Despite the abundance of information, it typically comes at a premium price, and only a fraction is provided free of charge. For example, Twitter, a predominant social media online service, grants researchers and practitioners free access to only a small proportion (1%) of its publicly available stream. The second issue is the computational cost. Even when the full stream is available, off the shelf approaches are unable to operate in such settings due to the real-time …",0
Clustering online poll data: towards a voting assistance system,2012,https://ieeexplore.ieee.org/abstract/document/6406615/,"Voting advice applications (VAA) are very recently developed in order to aid users in deciding what to vote in elections. Every user is presented with a set of important issues and she is asked to submit her opinion by selecting one of a predefined set of answers (e.g. agree/disagree). The VAA gathers the same information for all candidates that are about to compete in the elections. Hence, it can provide recommendation to users: the candidates that agree with the user on these selected issues. In this paper, we propose a collaborating filtering approach for providing such suggestions. Like-minded users are clustered together based on their profiles (views on the selected issues) and voting recommendation is provided to a user by the members of the nearest (to her profile) cluster. We observe that this method produces more effective recommendations by utilizing two different measures: accuracy and weighted mean …",0
Clustering Online Poll Data: Towards a Voting Assistance System,2012,https://ieeexplore.ieee.org/abstract/document/6406615/,"Voting advice applications (VAA) are very recently developed in order to aid users in deciding what to vote in elections. Every user is presented with a set of important issues and she is asked to submit her opinion by selecting one of a predefined set of answers (e.g. agree/disagree). The VAA gathers the same information for all candidates that are about to compete in the elections. Hence, it can provide recommendation to users: the candidates that agree with the user on these selected issues. In this paper, we propose a collaborating filtering approach for providing such suggestions. Like-minded users are clustered together based on their profiles (views on the selected issues) and voting recommendation is provided to a user by the members of the nearest (to her profile) cluster. We observe that this method produces more effective recommendations by utilizing two different measures: accuracy and weighted mean …",0
Incremental clustering for the classification of concept-drifting data streams,2008,https://www.researchgate.net/profile/Grigorios-Tsoumakas/publication/228980443_Incremental_Clustering_for_the_Classification_of_Concept-Drifting_Data_Streams/links/57357df008ae9ace840962a9/Incremental-Clustering-for-the-Classification-of-Concept-Drifting-Data-Streams.pdf,"Concept drift is a common phenomenon in streaming data environments and constitutes an interesting challenge for researchers in the machine learning and data mining community. This paper proposes a probabilistic representation model for data stream classification and investigates the use of incremental clustering algorithms in order to identify and adapt to concept drift. An experimental study is performed using three real-world datasets from the text domain, a basic implementation of the proposed framework and three baseline methods for dealing with drifting concepts. Results are promising and encourage further investigation.",1
Correlation analysis of forecasting methods: The case of the M4 competition,2020,https://www.sciencedirect.com/science/article/pii/S0169207019301207,"This commentary introduces a correlation analysis of the top-10 ranked forecasting methods that participated in the M4 forecasting competition. The “M” competitions attempt to promote and advance research in the field of forecasting by inviting both industry and academia to submit forecasting algorithms for evaluation over a large corpus of real-world datasets. After performing the initial analysis to derive the errors of each method, we proceed to investigate the pairwise correlations among them in order to understand the extent to which they produce errors in similar ways. Based on our results, we conclude that there is indeed a certain degree of correlation among the top-10 ranked methods, largely due to the fact that many of them consist of a combination of well-known, statistical and machine learning techniques. This fact has a strong impact on the results of the correlation analysis, and therefore leads to similar …",0
Revealing the Hidden Links in Content Networks: An Application to Event Discovery,2017,https://dl.acm.org/doi/abs/10.1145/3132847.3133148,"Social networks have become the de facto online resource for people to share, comment on and be informed about events pertinent to their interests and livelihood, ranging from road traffic or an illness to concerts and earthquakes, to economics and politics. This has been the driving force behind research endeavors that analyse such data. In this paper, we focus on how Content Networks can help us identify events effectively. Content Networks incorporate both structural and content-related information of a social network in a unified way, at the same time, bringing together two disparate lines of research: graph-based and content-based event discovery in social media. We model interactions of two types of nodes, users and content, and introduce an algorithm that builds heterogeneous, dynamic graphs, in addition to revealing content links in the network's structure. By linking similar content nodes and tracking …",0
2nd international workshop on mining urban data (preface),2015,https://openreview.net/forum?id=SJNif3buZB,"This paper presents an overview of the second International Workshop on Mining Urban Data (MUD2). The MUD2 workshop was held in conjunction with the 32nd International Conference on Machine Learning (ICML 2015) in Lille, France, July 11, 2015.",1
Special Issue on “Solving complex machine learning problems with ensemble methods”,2015,https://www.infona.pl/resource/bwmeta1.element.elsevier-00ddb79c-8daf-3080-bfa3-9710354aba8c,"Special Issue on “Solving complex machine learning problems with ensemble methods” × 
Close The Infona portal uses cookies, ie strings of text saved by a browser on the user's 
device. The portal can access those files and use them to remember the user's data, such as 
their chosen settings (screen view, interface language, etc.), or their login data. By using the 
Infona portal the user accepts automatic saving and using this information for portal operation 
purposes. More information on the subject can be found in the Privacy Policy and Terms of 
Service. By closing this window the user confirms that they have read the information on cookie 
usage, and they accept the privacy policy and the way cookies are used by the portal. You can 
change the cookie settings in your browser. I accept Polski English Login or register account 
remember me Password recovery INFONA - science communication portal INFONA Search × “…",0
Special Issue on â€ œSolving complex machine learning problems with ensemble methodsâ€ ,2015,https://scholar.google.com/scholar?cluster=7851108731162670861&hl=en&oi=scholarr,Unknown,1
Mining Urban Data (Part C),2017,https://www.sciencedirect.com/science/article/pii/S0306437916304100,"Modern cities generate a flood of rich and varied data. New information sources like public transport and wearable devices provide opportunities for novel applications that will improve citizens׳ quality of life by reducing transportation time, enhancing city planning, and improving air quality to name a few applications. From a data science perspective, data emerging from smart cities give rise to a lot of challenges that constitute a new interdisciplinary field of research. This article introduces the third part of a special issue on the topic ‘Mining Urban Data’ published in the journal Information Systems.",1
Hierarchical partitioning of the output space in multi-label data,2018,https://www.sciencedirect.com/science/article/pii/S0169023X17304512,"Hierarchy Of Multi-label classifiERs (HOMER) is a multi-label learning algorithm that breaks the initial learning task to several, easier sub-tasks by first constructing a hierarchy of labels from a given label set and secondly employing a given base multi-label classifier (MLC) to the resulting sub-problems. The primary goal is to effectively address class imbalance and scalability issues that often arise in real-world multi-label classification problems. In this work, we present the general setup for a HOMER model and a simple extension of the algorithm that is suited for MLCs that output rankings. Furthermore, we provide a detailed analysis of the properties of the algorithm, both from an aspect of effectiveness and computational complexity. A secondary contribution involves the presentation of a balanced variant of the k means algorithm, which serves in the first step of the label hierarchy construction. We conduct …",0
# tag: Meme or event?,2014,https://ieeexplore.ieee.org/abstract/document/6921615/,"Users in social networks use hashtags for various reasons, some of them being serving search purposes, gaining attention or popularity or starting new conversation - thus, creating viral memes. In this paper we address the problem of classifying these hashtags in different categories, based on whether they represent a real life event or a social network generated meme. We compute a set of language-agnostic features to aid the classification of hashtags into events and memes and we provide an extensive study of the behavior that characterizes memes and events. We focus on Twitter social network, we apply our methods on a big dataset and reveal interesting characteristics of the two classes of hashtags.",1
Multi-Label Classification: An overview,2007,https://www.igi-global.com/article/multi-label-classification/1786,"Multi-label classification methods are increasingly required by modern applications, such as protein function classification, music categorization, and semantic scene classification. This article introduces the task of multi-label classification, organizes the sparse related literature into a structured presentation and performs comparative experimental results of certain multilabel classification methods. It also contributes the definition of concepts for the quantification of the multi-label nature of a data set.",1
Mining multi-label data,2010,https://link.springer.com/chapter/10.1007/978-0-387-09823-4_34,"A large body of research in supervised learning deals with the analysis of single-label data, where training examples are associated with a single label λ from a set of disjoint labels L. However, training examples in several application domains are often associated with a set of labels Y ⊆ L. Such data are called multi-label.Textual data, such as documents and web pages, are frequently annotated with more than a single label. For example, a news article concerning the reactions of the Christian church to the release of the “Da Vinci Code” film can be labeled as both religion and movies. The categorization of textual data is perhaps the dominant multi-label application.",1
Random k-labelsets for multilabel classification,2011,https://ieeexplore.ieee.org/abstract/document/5567103/,"A simple yet effective multilabel learning method, called label powerset (LP), considers each distinct combination of labels that exist in the training set as a different class value of a single-label classification task. The computational efficiency and predictive performance of LP is challenged by application domains with large number of labels and training examples. In these cases, the number of classes may become very large and at the same time many classes are associated with very few training examples. To deal with these problems, this paper proposes breaking the initial set of labels into a number of small random subsets, called labelsets and employing LP to train a corresponding classifier. The labelsets can be either disjoint or overlapping depending on which of two strategies is used to construct them. The proposed method is called RAkEL (RAndom k labELsets), where k is a parameter that specifies the size …",0
Mining multi-label data,2010,https://scholar.google.com/scholar?cluster=15099580810109868385&hl=en&oi=scholarr,Unknown,1
Mining Urban Data (Part B),2016,https://www.sciencedirect.com/science/article/pii/S030643791600003X,"Modern cities are flooded with data. New information sources like public transport and wearable devices provide opportunities for novel applications that will improve citizens׳ quality of life. From a data science perspective, data emerging from smart cities give rise to a lot of challenges that constitute a new interdisciplinary field of research. This article introduces the second part of a special issue on the topic ‘Mining Urban Data’ published in the journal Information Systems.",1
Mining urban data (part A),2015,https://www.sciencedirect.com/science/article/pii/S0306437915001374,"Modern cities are flooded with data. New information sources like public transport and wearable devices provide opportunities for novel applications that will improve citizens׳ quality of life. From a data science perspective, data emerging from smart cities give rise to a lot of challenges that constitute a new inter-disciplinary field of research. This article introduces the first part of a special issue on the topic ‘Mining Urban Data’ published in the journal Information Systems.",1
A Multi-Factor Analysis of Forecasting Methods: A Study on the M4 Competition,2020,https://www.mdpi.com/698098,"As forecasting becomes more and more appreciated in situations and activities of everyday life that involve prediction and risk assessment, more methods and solutions make their appearance in this exciting arena of uncertainty. However, less is known about what makes a promising or a poor forecast. In this article, we provide a multi-factor analysis on the forecasting methods that participated and stood out in the M4 competition, by focusing on Error (predictive performance), Correlation (among different methods), and Complexity (computational performance). The main goal of this study is to recognize the key elements of the contemporary forecasting methods, reveal what made them excel in the M4 competition, and eventually provide insights towards better understanding the forecasting task. View Full-Text",1
Foreword to the special issue on mining actionable insights from social networks,2018,http://profdoc.um.ac.ir/paper-abstract-1072213.html,"In the last 10 years, the dissemination and use of social networks have grown significantly worldwide. Online social networks have billions of users and are able to record hundreds of data from each of its users. The wide adoption of social networks resulted in an ocean of data which presents an interesting opportunity for performing data mining and knowledge discovery in a real-world context. The enormity and high variance of the information that propagates through large user communities influences the public discourse in society and sets trends and agendas in topics that range from marketing, education, business and medicine to politics, technology and the entertainment industry. Mining the contents of social networks provides an opportunity to discover social structure characteristics, analyze action patterns qualitatively and quantitatively, and gives the ability to predict future events. In recent years, decision makers have become savvy about how to translate social data into actionable information in order to leverage them for a competitive edge. Moreover, social networks expose different aspects of the social behavior of its users. In this respect, many users of the social networks are known as influencers. The influencers are users that usually publish their opinions about different topics, products and services on the social networks, and then affect intentionally or unintentionally the opinions, emotions, or behaviors of other users on the social networks. Because of the high impact of influencers on the opinions and behaviors of other users, many companies and organizations are interested in discovering influencers on social networks to …",0
Editor's Note: Special Section on Data Mining for Smart Cities,2018,https://scholar.google.com/scholar?cluster=17229800581965996348&hl=en&oi=scholarr,Unknown,1
Towards detection of faulty traffic sensors in real-time,0,Unknown,Unknown,1
Efficient and timely misinformation blocking under varying cost constraints,2017,https://www.sciencedirect.com/science/article/pii/S2468696417300113,"Online Social Networks (OSNs) constitute one of the most important communication channels and are widely utilized as news sources. Information spreads widely and rapidly in OSNs through the word-of-mouth effect. However, it is not uncommon for misinformation to propagate in the network. Misinformation dissemination may lead to undesirable effects, especially in cases where the non-credible information concerns emergency events. Therefore, it is essential to timely limit the propagation of misinformation. Towards this goal, we suggest a novel propagation model, namely the Dynamic Linear Threshold (DLT) model, that effectively captures the way contradictory information, ie, misinformation and credible information, propagates in the network. The DLT model considers the probability of a user alternating between competing beliefs, assisting in either the propagation of misinformation or credible news …",0
Learning patterns for discovering domain-oriented opinion words,2018,https://link.springer.com/article/10.1007/s10115-017-1072-y,"Sentiment analysis is a challenging task that attracted increasing interest during the last years. The availability of online data along with the business interest to keep up with consumer feedback generates a constant demand for online analysis of user-generated content. A key role to this task plays the utilization of domain-specific lexicons of opinion words that enables algorithms to classify short snippets of text into sentiment classes (positive, negative). This process is known as dictionary-based sentiment analysis. The related work tends to solve this lexicon identification problem by either exploiting a corpus and a thesaurus or by manually defining a set of patterns that will extract opinion words. In this work, we propose an unsupervised approach for discovering patterns that will extract domain-specific dictionary. Our approach (DidaxTo) utilizes opinion modifiers, sentiment consistency theories, polarity …",0
"Detecting Events in Online Social Networks: Definitions, Trends and Challenges",2016,https://link.springer.com/chapter/10.1007/978-3-319-41706-6_2,"Event detection is a research area that attracted attention during the last years due to the widespread availability of social media data. The problem of event detection has been examined in multiple social media sources like Twitter, Flickr, YouTube and Facebook. The task comprises many challenges including the processing of large volumes of data and high levels of noise. In this article, we present a wide range of event detection algorithms, architectures and evaluation methodologies. In addition, we extensively discuss on available datasets, potential applications and open research issues. The main objective is to provide a compact representation of the recent developments in the field and aid the reader in understanding the main challenges tackled so far as well as identifying interesting future research directions.",1
